Al Othaim Mall Al Ehsa,malls@othaim.com,malls@othaim.com,Real Estate,KSA,Riyadh,"C/O, Al Othaim Real Estate Investment and Development, PO Box 28090, Riyadh 11437, Saudi Arabia",Tel: +966 1-241-5503
Al Othaim Mall Al Rabwa,malls@othaim.com,malls@othaim.com,Real Estate,KSA,Riyadh,"C/O, Al Othaim Real Estate Investment and Development Company, PO Box 28090, Riyadh 11437, Saudi Arabia",Tel: +966 1-241-5503
Al Othaim Mall Buraidah,malls@othaim.com,malls@othaim.com,Real Estate,KSA,Riyadh,"Buraidah, Saudi Arabia",Tel: +966 1-241-5503
Al Othaim Mall Dammam,malls@othaim.com,malls@othaim.com,Real Estate,KSA,Riyadh,"C/O, Al Othaim Real Estate Investment and Development, PO Box 28090, Riyadh 11437, Saudi Arabia",Tel: +966 1-241-5503
Al Othaim Mall Khurais,malls@othaim.com,malls@othaim.com,Real Estate,KSA,Riyadh,"C/O, Al Othaim Real Estate Investment and Development Company, PO Box 28090, Riyadh 11437, Saudi Arabia",Tel: +966 1-241-5503
Al Othaim Real Estate Investment and Development Company,ayassin@othaim.com,ayassin@othaim.com,Real Estate,KSA,Riyadh,P.O.Box 11437,Tel: +966 1-241-5503
Al Oula Development Company,www.aloula.com,www.aloula.com,Real Estate,KSA,Al Khobar,Al Oula Tower,Tel: +966 3-889-6999
Aliat Almadinah Mall,Malawi@unitedproperties.com.sa,Malawi@unitedproperties.com.sa,Real Estate,KSA,Jeddah,"C/O United Properties Company, PO Box 30955, Jeddah 21487, Saudi Arabia,",Tel: +966 2-657-5260
Andalus Mall,,,Real Estate,KSA,Riyadh,Al Alia Street,Tel: +966 1-460-2220
Andalusia,,,Real Estate,KSA,Jeddah,"C/O, Savola Group, Abu Bakr Al Sadiq Street, PO Box 14455",Tel: +966 2-651-9393
Apex Investment Group,www.seeapex.com,www.seeapex.com,Real Estate,KSA,Dammam,Al Joaib Building,Tel: +966 3-817-4822
Aqar Holding,www.aqarholding.com,www.aqarholding.com,Real Estate,KSA,Jeddah,P.O.Box 101466,Tel: +966 2-622-4444
Arabian Centers,www.arabiancentres.com.sa,www.arabiancentres.com.sa,Real Estate,KSA,Riyadh,Al Hokair Building,Tel: +966 1-435-0000
Arabian Homes Company,www.arabian-homes.com,www.arabian-homes.com,Real Estate,KSA,Jeddah,Andalus Village,Tel: +966 2-682-2201
Arbah Real Estate - Saudi Arabia,info@zahrang.com,info@zahrang.com,Real Estate,KSA,Riyadh,P.O.Box 7653,Tel: +966 1-460-6444
Arriyadh Development Company,www.ardco.com.sa,www.ardco.com.sa,Real Estate,KSA,Riyadh,Attameer Center,Tel: +966 1-411-0333
Aziz Mall,www.azizmall.com,www.azizmall.com,Real Estate,KSA,Jeddah,"Imam Alchafi Road, Tayyara Roundabout",Tel: +966 2-616-2222
Buruj,,,Real Estate,KSA,,-,
Cooperative Real Estate Investment Company,www.creic.com.sa,www.creic.com.sa,Real Estate,KSA,Riyadh,P.O.Box 93890,Tel: +966 1-461-1335
Cordoba Oasis Village Compound,www.cordoba.com.sa,www.cordoba.com.sa,Real Estate,KSA,Riyadh,P.O.Box 61834,Tel: +966 1-248-3471
Dammam Central,,,Real Estate,KSA,Jeddah,"C/O, Savola Group, Abu Bakr Al Sadiq Street, PO Box 14455, Jeddah 21424, Saudi Arabia",Tel: +966 2-651-9393
Dar Al Arkan Real Estate Development Company,www.alarkan.com,www.alarkan.com,Real Estate,KSA,Riyadh,Dar Al Arkan Building,Tel: +966 1-206-1100
Development Corner,,,Real Estate,KSA,Riyadh,-,
Development Plans and Real Estate Company,,,Real Estate,KSA,Riyadh,-,
Emaar Middle East,,,Real Estate,KSA,Jeddah,Building 24 Emaar,Tel: +966 2-699-9555
Emaar the Economic City,,,Real Estate,KSA,Riyadh,"C/O, Emaar Properties, Emaar Business Park, Building number 3, PO Box 9440, Dubai, UAE",Tel: +966 2-699-9555
Emar Al Watan Company,,,Real Estate,KSA,Riyadh,P.O.Box 40040,Tel: +966 1-245-3042
Emar Arabian Shield for Investment,,,Real Estate,KSA,Riyadh,-,
Hayat Mall,www.hayatmall.com,www.hayatmall.com,Real Estate,KSA,Riyadh,King Abdullah Street,Tel: 966 1-264-5840
Jabal Omar Development Company,jodcksa@yahoo.com,jodcksa@yahoo.com,Real Estate,KSA,Makkah,Jabal Omar Building,Fax: +966 2-527-2935
Jadawel International,www.jadawelinternational.com,www.jadawelinternational.com,Real Estate,KSA,Riyadh,P.O.Box 61539,Tel: +966 1-463-1760
Jamjoum Commercial Center,,,Real Estate,KSA,Jeddah,Tower 3,Tel: +966 2-664-1111
Jeddah BioCity,www.jeddahbiocity.com,www.jeddahbiocity.com,Real Estate,KSA,Jeddah,Al Khraiji Building,Tel: +966 2-665-6333
Jowharat Al Babtain Holding Group,info@edarat.com.sa,info@edarat.com.sa,Real Estate,KSA,Jeddah,P.O.Box 270204,Tel: +966 1-219-6666
Khalid S Shobily Group,www.shobily.com,www.shobily.com,Real Estate,KSA,Riyadh,Al Oliya Street,Tel: +966 1-450-3333
Khurais Plaza,info@arabiancentres.com.sa,info@arabiancentres.com.sa,Real Estate,KSA,Riyadh,"Khurais Road, Exit 28",Tel: +966 1-209-6500
Makkah Construction and Development Company,www.mcdc.com.sa,www.mcdc.com.sa,Real Estate,KSA,Makkah,Fakih Commercial Center,Tel: +966 2-557-0037
Mall of Arabia Jeddah,customerservice@alhokair.com.sa,customerservice@alhokair.com.sa,Real Estate,KSA,Jeddah,Intersection of Al Olaya Street and Moussa Al Nassir Street,Tel: +966 1-435-0000
Mall of Dhahran,www.mall-of-dhahran.com,www.mall-of-dhahran.com,Real Estate,KSA,Dhahran,Intersection of King Saud Road and Prince Faisal Bin Fahd Road,Tel: +966 3-868-4444
Manazel Al Haramain,www.mah-ksa.com,www.mah-ksa.com,Real Estate,KSA,Jeddah,P.O.Box 101466,Tel: +966 2-699-9111
Mawten Real Estate Company,,,Real Estate,KSA,Riyadh,"C/O, Jeraisy Group, PO Box 317, Riyadh 11411, Saudi Arabia",Tel: +966 1-419-8000
Mohammed Al Habib Holding,www.alhabib-co.com,www.alhabib-co.com,Real Estate,KSA,Riyadh,Eastern District,Tel: +966 1-491-4400
Olaya Real Estate Company,www.olayareal.com,www.olayareal.com,Real Estate,KSA,Riyadh,P.O.Box 85819,Tel: +966 1-207-7556
Prince Abdul Aziz Bin Musaed Economic City,www.pabmec.com,www.pabmec.com,Real Estate,KSA,Hail,-,
Rakisa Holdings,www.rakisa.com,www.rakisa.com,Real Estate,KSA,Riyadh,Kingdom Towers,Tel: +966 1-211-0800
Rikaz Development Company,www.rikaz.com,www.rikaz.com,Real Estate,KSA,Al Khobar,P.O.Box 39304,Tel: +966 3-859-1999
Rimal Mall,,,Real Estate,KSA,Riyadh,"Al Kharj Street, Exit 16",Tel: +966 1-244-1004
Riyadh Sahara Mall,www.saharamall.com.sa/,www.saharamall.com.sa/,Real Estate,KSA,Riyadh,P.O.Box 803,Tel: +966 1-4520300
Ro'ya Real Estate Investment Company,,,Real Estate,KSA,Riyadh,-,
Sabban Group,www.sabbangroup.com,www.sabbangroup.com,Real Estate,KSA,Jeddah,P.O.Box 19,Tel: +966 2-690-0099
Sahara Plaza,www.saharaplaza.com,www.saharaplaza.com,Real Estate,KSA,Riyadh,King Abdullah Street,Tel: +966 1-464-9529
Salaam Mall,www.salaammall.com,www.salaammall.com,Real Estate,KSA,Riyadh,South West Ring Road,Tel: +966 1-247-2222
Saleh Al Dorebe for Development and Real Estate Investment,www.aldoribe.com,www.aldoribe.com,Real Estate,KSA,Riyadh,Saleh Al Dorebe Building,Tel: +966 1-455-5777
Saudi Hotels and Resort Company,www.saudi-hotels.com.sa,www.saudi-hotels.com.sa,Real Estate,KSA,Riyadh,Egyptian Ambassy Building,Tel: +966 1-481-6666
Saudi Real Estate Company,www.akaria.com.sa,www.akaria.com.sa,Real Estate,KSA,Riyadh,P.O.Box 3572,Tel: +966 1-460-0000
Saudi Real Estate Development Company,anwar@assaudia.com.sa,anwar@assaudia.com.sa,Real Estate,KSA,Jeddah,Al Fatayhi Building,Tel: +966 2-642-1333
Tabuk Hotels Company,,,Real Estate,KSA,Tabuk,P.O.Box 901,Tel: +966 4-422-1212
Tabuk Investment and Tourism Company,,,Real Estate,KSA,Tabuk,-,
Taiba Holding Company,www.taiba.com.sa,www.taiba.com.sa,Real Estate,KSA,Madinah,P.O.Box 4646,Tel: +966 4 823-8888
Taif Investment and Tourism Company,taifc@yahoo.com,taifc@yahoo.com,Real Estate,KSA,Taif,Riyadh Bank Building,Tel: +966 2-738-4074
Tamlik,www.tamlik.com,www.tamlik.com,Real Estate,KSA,Jeddah,Tamlik Tower,Tel: +966 2-651-5100
Tanmiyat Group,www.tanmiyat.com,www.tanmiyat.com,Real Estate,KSA,Riyadh,King Fahd Street,Tel: +966 1-470-5111
Tarabuh Real Estate,,,Real Estate,KSA,Riyadh,-,
United Properties Company,www.unitedproperties.com.sa,www.unitedproperties.com.sa,Real Estate,KSA,Jeddah,Al Obikan Building,Tel: +966 2-692-7140
Urban Development Company,www.udc.com.sa,www.udc.com.sa,Real Estate,KSA,Jeddah,P.O.Box 1032,Tel: +966 2-606-6616
Yamamah Real Estate Company,,,Real Estate,KSA,Riyadh,-,
Company Name ,Website/Email,Website/Email,Sector ,KSA,City ,Address,Tel/Fax
Company Name ,Website/Email,Website/Email,Sector ,KSA,City ,Address,Tel/Fax
Company Name ,Website/Email,Website/Email,Sector ,KSA,City ,Address,Tel/Fax
Company Name ,Website/Email,Website/Email,Sector ,KSA,City ,Address,Tel/Fax
Company Name ,Website/Email,Website/Email,Sector ,KSA,City ,Address,Tel/Fax
Company Name ,Website/Email,Website/Email,Sector ,KSA,City ,Address,Tel/Fax
Company Name ,Website/Email,Website/Email,Sector ,KSA,City ,Address,Tel/Fax
Company Name ,Website/Email,Website/Email,Sector ,KSA,City ,Address,Tel/Fax
Company Name ,Website/Email,Website/Email,Sector ,KSA,City ,Address,Tel/Fax
Company Name ,Website/Email,Website/Email,Sector ,KSA,City ,Address,Tel/Fax
Company Name ,Website/Email,Website/Email,Sector ,KSA,City ,Address,Tel/Fax
Company Name ,Website/Email,Website/Email,Sector ,KSA,City ,Address,Tel/Fax
Company Name ,Website/Email,Website/Email,Sector ,KSA,City ,Address,Tel/Fax
Company Name ,Website/Email,Website/Email,Sector ,KSA,City ,Address,Tel/Fax
Name ,Website/Email,Website/Email,Sector ,KSA,City ,Address,Tel/Fax
Abdul Majeed Abu Jadayel Establishment,,,Services,KSA,Dhahran Airport,P.O.Box 153,Tel: +966 3-891 3343
Addar Group,www.addargroup.com,www.addargroup.com,Services,KSA,Riyadh,Rosette Towers,Tel: +966 1-464-3879
Afras Trading and Contracting Company,www.afrascompany.com.sa,www.afrascompany.com.sa,Services,KSA,Riyadh,P.O.Box 6337,Tel: +966 1-472-2000
Al Aoun Corporation,alaoun@mail.com,alaoun@mail.com,Services,KSA,Jeddah,P.O.Box 4029,Tel: +966 2-672-1010
Al Dar Audit Bureau (Abdullah Al Basri and Company),www.aldaraudit.com,www.aldaraudit.com,Services,KSA,Riyadh,P.O.Box 2195,Tel: +966 1-463-0680
Al Foadia General Trading and Contracting,www.alfoadia.com.sa,www.alfoadia.com.sa,Services,KSA,Riyadh,P.O.Box 1650,Tel: +966 1-402-7557
Al Gosaibi Services Company,ags@algosaibi.com.sa,ags@algosaibi.com.sa,Services,KSA,Dammam,P.O.Box 4131,Tel: +966 3-847-4444
Al Harithy Company for Exhibitions,www.acexpos.com,www.acexpos.com,Services,KSA,Jeddah,P.O.Box 40740,Tel: +966 2-6546384
Al Hoty Stanger,www.al-hoty.com,www.al-hoty.com,Services,KSA,Al Khobar,P.O.Box 1122,Tel: +966 3-864 2539
Al Hussan Group,headoffice@alhussan.edu.sa,headoffice@alhussan.edu.sa,Services,KSA,Dammam,Al Tilal Area,Tel: +966 3-834-0500
Al Juraid and Company PricewaterhouseCoopers,www.aljuraid.com,www.aljuraid.com,Services,KSA,Riyadh,P.O.Box 8282,Tel: +966 1-465 4240
Al Khaleej Training and Education,www.alkhaleej.com.sa,www.alkhaleej.com.sa,Services,KSA,Riyadh,Olaya Street,Tel: +966 1-464-1622
Al Majal ServiceMaster,www.almajal-servicemaster.com/,www.almajal-servicemaster.com/,Services,KSA,Jeddah,P.O.Box 6930,Tel: +966 2-665-2800
Al Mutlaq Services and Manufacturing Company,www.almutlaq.com,www.almutlaq.com,Services,KSA,Al Khobar,Al Mutlaq Building,Tel: +966 3-882-9911
Al Qahtani Pipe Coating Terminal,www.al-qahtanipipecoating.com,www.al-qahtanipipecoating.com,Services,KSA,Dammam,P.O.Box 20,Tel: +966 3-857-4150
Al Yahya Industrial Establishment,www.alyahya-industrial.com,www.alyahya-industrial.com,Services,KSA,Riyadh,P.O.Box 280400,Tel: +966 1-495-1052
Arab Bureau of Education for the Gulf States,www.abegs.org,www.abegs.org,Services,KSA,Riyadh,P.O.Box 94693,Tel: +966 1-480-0555
Arabian Inspection and Survey,www.ais-lloyds.com.sa,www.ais-lloyds.com.sa,Services,KSA,Jeddah,P.O.Box 9963,Tel: +966 2-644-2635
Arabian Maintenance and Technical Services Company,,,Services,KSA,Riyadh,P.O.Box 60341,Tel: +966 1-465-4559
Asas Universal Company,www.asas.com.sa,www.asas.com.sa,Services,KSA,Riyadh,P.O.Box 51276,Tel: +966 1-464-0315
ATCO General Services,,,Services,KSA,Dammam,P.O.Box 718,Tel: +966 3-833-2339
Boeing Middle East,hemu.d.amin@boeing.com,hemu.d.amin@boeing.com,Services,KSA,Riyadh,P.O.Box 85319,Tel: +966 1-461-0607
Cement Product Industry Company,www.cementbags.com/,www.cementbags.com/,Services,KSA,Jeddah,P.O.Box 3386,Tel: +966 2-6541477
Dar Al Faisal University,,,Services,KSA,,-,Tel: +966 1-4652255
Dar Okaz Printing and Publishing,,,Services,KSA,Jeddah,P.O.Box 5941,Tel: +966 2-672 1000 (6 lines)
Deloitte and Touche Bakr Abulkhair and Company,,,Services,KSA,Jeddah,P.O.Box 442,Tel: +966 2-657-2725
Dhahran International Exhibitions Company,www.dhahran-expo.com,www.dhahran-expo.com,Services,KSA,Dammam,P.O.Box 7519,Tel: +966 3-859-1888
Dr M Al Amri and Company,www.alamri.com,www.alamri.com,Services,KSA,Jeddah,P.O.Box 784,Tel: +966 2-639-4477
Eastern Province Chamber of Commerce and Industry,www.chamber.org.sa,www.chamber.org.sa,Services,KSA,Dammam,P.O.Box 719,Tel: +966 3-857-1111
El Sayed El Ayouty and Company,www.elsayedelayouty.com,www.elsayedelayouty.com,Services,KSA,Jeddah,P.O.Box 780,Tel: +966 2-660-5909
Electro Industries,www.electroi.com,www.electroi.com,Services,KSA,Jeddah,P.O.Box 763,Tel: +966 2-638-0833
Ernst and Young Saudi Arabia,jeddah@sa.ey.com,jeddah@sa.ey.com,Services,KSA,Jeddah,P.O.Box 1994,Tel: +966 2-667-1040
Fugro Suhaimi,www.fugro-suhaimi.com,www.fugro-suhaimi.com,Services,KSA,Dammam,P.O.Box 2165,Tel: +966 3-857-4200
General Organization for Technical Education and Vocational Training,www.gotevot.edu.sa/,www.gotevot.edu.sa/,Services,KSA,Riyadh,P.O.Box 7823,Tel: +966 1-4020058
Georeda Saudi International,,,Services,KSA,Jeddah,P.O.Box 7952,Tel: +966 2-671-8721
Global Aviation,www.globalaviation.org/,www.globalaviation.org/,Services,KSA,Jeddah,P.O.Box 12846,Tel: +966 2-653-4460
Global Suhaimi Company,www.globalsuhaimi.net,www.globalsuhaimi.net,Services,KSA,Dammam,Port Road,Tel: +966 3-857-1953
Gulf Catering Company,,,Services,KSA,Riyadh,P.O.Box 87392,Tel: +966 1-478-7933
Hala Print Pack,www.halaprintpack.com,www.halaprintpack.com,Services,KSA,Riyadh,P.O.Box 55019,Tel: +966 1-482-1313
Institute of Banking - Saudi Arabia,www.iobf.org/,www.iobf.org/,Services,KSA,Riyadh,P.O.Box 10820,Tel: +966 1-4662688
Institute of Public Administration,www.ipa.edu.sa/,www.ipa.edu.sa/,Services,KSA,Riaydh,P.O.Box 205,Tel: +966 1-4768888
International Accounting Associates,,,Services,KSA,Riyadh,P.O.Box 86940,Tel: +966 1-478-4009
International Islamic Relief Organization,www.ir.org.ae/,www.ir.org.ae/,Services,KSA,Jeddah,P.O.Box 1285,Tel: +966 2-6515411
International Operations Company,,,Services,KSA,Jeddah,P.O.Box 42143,Tel: +966 2-671 6000
Jash Technical Services,www.jash.com.sa/,www.jash.com.sa/,Services,KSA,Riyadh,P.O.Box 173,Tel: +966 1-476 7780
Jazirah Enterprise for Trade and Industry,,,Services,KSA,Riyadh,P.O.Box 651,Tel: +966 1-464 0852
Jeddah Chamber of Commerce and Industry,www.jcci.org.sa,www.jcci.org.sa,Services,KSA,Jeddah,P.O.Box 1264,Tel: +966 2-651-5111
Jeddah International Exhibition Company,www.jiec.net,www.jiec.net,Services,KSA,Jeddah,P.O.Box 23703,Tel: +966 2-674-0402
King Abdulaziz City for Science and Technology,www.kacst.edu.sa/,www.kacst.edu.sa/,Services,KSA,Riyadh,P.O.Box 6086,Tel: +966 1-488 3444
King Abdulaziz University,www.kau.edu.sa,www.kau.edu.sa,Services,KSA,Jeddah,P.O.Box 1540,Tel: +966 2-694-2000
King Fahd Complex for the Printing of the Holy Quran,www.qurancomplex.org/,www.qurancomplex.org/,Services,KSA,Madinah,P.O.Box 6262,Tel: +966 4-8474480
King Fahd University of Petroleum and Minerals,www.kfupm.edu.sa,www.kfupm.edu.sa,Services,KSA,Dhahran,P.O.Box 7177,Tel: +966 3-8600000
King Faisal Foundation,www.kff.com,www.kff.com,Services,KSA,Riyadh,P.O.Box 352,Tel: +966 1-465-2255
King Faisal University,www.kfu.edu.sa,www.kfu.edu.sa,Services,KSA,Hofuf,P.O.Box 380,Tel: +966 3-5800000
King Khalid University,www.kku.edu.sa/,www.kku.edu.sa/,Services,KSA,Abha,P.O.Box 418,Tel: +966 7-2290992
Kingdom Schools Company,www.kingdomschools.edu.sa,www.kingdomschools.edu.sa,Services,KSA,Riyadh,P.O.Box 484,Tel: +966 1-275-4444
Knowledge Economic City,www.madinahkec.com,www.madinahkec.com,Services,KSA,Madinah,-,
KPMG Al Fozan and Al Sadhan,www.kpmg.com.sa,www.kpmg.com.sa,Services,KSA,Jeddah,Jeddah International Business Centre,Tel: +966 2-653-4021
M A Al Oraini Trading and Contracting Company,otcjubal@sol.net.sa,otcjubal@sol.net.sa,Services,KSA,Dammam,P.O.Box 6351,Tel: +966 3-341 0458
Middle East Engineering Limited Saudi Arabia,www.gemeelsa.com.sa,www.gemeelsa.com.sa,Services,KSA,Dammam,P.O.Box 2321,Tel: +966 3-847-1313
Muslim World League,,,Services,KSA,Makkah,P.O.Box 537,
Nader Law and Translation Offices,www.naderlaw.com,www.naderlaw.com,Services,KSA,Jeddah,P.O.Box 3595,Tel: +966 2-665 2067
National Environmental Preservation Company,www.beeah.com,www.beeah.com,Services,KSA,Jubail,P.O.Box 10628,Tel: +966 3-358-8008
National Inspection and Technical Testing Company,www.fahsstuv.com,www.fahsstuv.com,Services,KSA,Dammam,P.O.Box 3998,Tel: +966 3-828 1835
National Operation and Industrial Services Company,www.khadamat.com.sa,www.khadamat.com.sa,Services,KSA,Riyadh,P.O.Box 86868,Tel: +966 1-476-2800
O&A Quality Surveyors,o-aqs@awalnet.net.sa,o-aqs@awalnet.net.sa,Services,KSA,Jeddah,P.O.Box 20540,Tel: +966 2-661-1718
Osama A Elkhereiji,,,Services,KSA,Jeddah,P.O.Box 15046,Tel: +966 2-660-0085
Prince Sultan Private College,www.psc.edu.sa/,www.psc.edu.sa/,Services,KSA,Riyadh,P.O.Box 66833,Tel: +966 1-4548011
Redland Industrial Services (Arabia),www.risal.com,www.risal.com,Services,KSA,Dammam,P.O.Box 718,Tel: +966 3-834-3343
Resources Sciences Arabia,www.rsal.net,www.rsal.net,Services,KSA,Al Khobar,Petroleum Centre,Tel: +966 3-8591111
Rezayat Sparrow Arabian Crane Hire Company,rezayat-sparrow.com/,rezayat-sparrow.com/,Services,KSA,Al Khobar,P.O.Box 90,Tel: +966 3-882 6500
Riyadh Chamber of Commerce and Industry,www.riyadh-chamber.org,www.riyadh-chamber.org,Services,KSA,Riyadh,P.O.Box 596,Tel: +966 1-4040044
Riyadh Exhibitions Company,www.recexpo.com/,www.recexpo.com/,Services,KSA,Riyadh,P.O.Box 56010,Tel: +966 1-454 1448
Saad Trading and Contracting Company,info@saadtrading.com,info@saadtrading.com,Services,KSA,Al Khobar,P.O.Box 3250,Tel: +966 3-882-2220
Saihati Weir Engineering Services Company,,,Services,KSA,Dammam,P.O.Box 5172,Tel: +966 3-850 0581
Salman Group,www.salmangroup.com,www.salmangroup.com,Services,KSA,Al Khobar,Makka Street,Tel: +966 3-899-1188
Samama Group,www.samama.com,www.samama.com,Services,KSA,Riyadh,P.O.Box 2781,Tel: +966 1-460-2545
Saudi Accounting Bureau,,,Services,KSA,Riyadh,P.O.Box 376,Tel: +966 1-477-5078
Saudi American General Electric Company,,,Services,KSA,Riyadh,P.O.Box 10211,Tel: +966 1-406-7622
Saudi Arabian Airlines Catering,www.saudiacatering.com,www.saudiacatering.com,Services,KSA,Jeddah,Saudi Arabian Airlines Building,Tel: +966 2 686-4853
Saudi Catering and Contracting Company,www.saudicatering.net,www.saudicatering.net,Services,KSA,Al Khobar,Prince Faysal Street,Tel: +966 3-882-2141
Saudi Company for Higher Education and Research Centers,,,Services,KSA,,-,
Saudi Development and Training Company,www.sdt.com.sa,www.sdt.com.sa,Services,KSA,Riyadh,P.O.Box 67775,Tel: +966 1-220-0078
Saudi Exhibition Company,www.saudi-expo.com/,www.saudi-expo.com/,Services,KSA,Jeddah,P.O.Box 22527,Tel: +966 2-6636960
Saudi Gulf Environmental Protection Company,www.sepcoenv.com/,www.sepcoenv.com/,Services,KSA,Jeddah,P.O.Box 3394,Tel: +966 2-6060890
Saudi Italian Development Company,,,Services,KSA,Riyadh,-,
Saudi Maintenance Corporation,www.siyanco.com,www.siyanco.com,Services,KSA,Riyadh,P.O.Box 2731,Tel: +966 1-246-1111
Saudi Organization for Certified Public Accountants,www.socpa.org.sa,www.socpa.org.sa,Services,KSA,Riyadh,P.O.Box 22646,Tel: +966 1-402-8555
Saudi Services and Operating Company,ssoc@asg-group.com,ssoc@asg-group.com,Services,KSA,Al Khobar,P.O.Box 4225,Tel: +966 3-887-1222
SGS Inspection Services Saudi Arabia,www.sgs.com,www.sgs.com,Services,KSA,Al Khobar,P.O.Box 30794,Tel: +966 3-817 2080
Sultan bin Abdulaziz Al Saud Foundation,www.sultanfoundation.org/,www.sultanfoundation.org/,Services,KSA,Riyadh,P.O.Box 64400,Tel: +966 1-4827663
Support Services Operations Company,nasr_hamed@sisco.com.sa,nasr_hamed@sisco.com.sa,Services,KSA,Jeddah,P.O.Box 14221,Tel: +966 2-657-4455
Tamimi Global Company,tamimi-ho@al-tamimi.com,tamimi-ho@al-tamimi.com,Services,KSA,Dammam,Dammam Khobar Highway,Tel: +966 3-847-4050
Taylorplan Saudi Arabian Markets,taysam@zajil.net,taysam@zajil.net,Services,KSA,Jeddah,P.O.Box 16446,Tel: +966 2-669-1828
Twaik Group,www.al-fahhad.com,www.al-fahhad.com,Services,KSA,Riyadh,P.O.Box 2876,Tel: +966 1-263-4444
Universal Sodexho,www.universalsodexho.com,www.universalsodexho.com,Services,KSA,Riyadh,P.O.Box 41491,Tel: +966 1-493-2180
US-Saudi Arabian Business Council,www.us-saudi-business.org/,www.us-saudi-business.org/,Services,KSA,Riyadh,P.O.Box 27582,Tel: +966 1-4742555
Vetco Saudi Arabia,,,Services,KSA,Al Khobar,P.O.Box 31849,Tel: +966 3-882-6300
Zamil Operations and Maintenance Company,www.zamil-om.com/,www.zamil-om.com/,Services,KSA,Al Khobar,P.O.Box 1922,Tel: +966 3-882-2494
Abana Enterprises Group Company,www.abana.com.sa,www.abana.com.sa,Telecoms and IT,KSA,Riyadh,Gulf Commercial Center,Tel: +966 1-465-1052
Abdulrahman Al Shadady Establishment,www.alshadady.com,www.alshadady.com,Telecoms and IT,KSA,Riyadh,Building No.22,Tel: +966-55-410-8881
Advanced Communications and Electronic Systems Company,www.aces-co.com/,www.aces-co.com/,Telecoms and IT,KSA,Riyadh,P.O.Box 66267,Tel: +966 1-462-2963
Advanced Telecom Company,www.atc.com.sa ,www.atc.com.sa ,Telecoms and IT,KSA,Riyadh,Akaria Number 3,Tel: +966 1-460-1877
Al Alamiah Electronics Company (Saudi Arabia),main@alamiah.com.sa,main@alamiah.com.sa,Telecoms and IT,KSA,Riyadh,Al Alamiah Building,Tel: +966 1-477-0106
Al Faisaliah Telecom and Measurement Systems,www.alfaisaliah-telecom.com,www.alfaisaliah-telecom.com,Telecoms and IT,KSA,Riyadh,Al Nemr Centre,Tel: +966 1-211-9896
Al Falak Electronic Equipment and Supplies Company,www.alfalak.com,www.alfalak.com,Telecoms and IT,KSA,Al Khobar,P.O.Box 1963,Tel: +966 3-882-9996
Al Gosaibi Information Systems,www.agisme.com,www.agisme.com,Telecoms and IT,KSA,Dammam,P.O.Box 4131,Tel: +966 3-847 4444
Al Jehat Company,www.jatco.com.sa,www.jatco.com.sa,Telecoms and IT,KSA,Dammam,P.O.Box 2173,Tel: +966 3-833-0361
Al Khaleej Computers and Electronic Systems,www.al-khaleej.net,www.al-khaleej.net,Telecoms and IT,KSA,Riyadh,P.O.Box 16091,Tel: +966 1-462-6572
Al Kurdi Trading and Contracting Company,www.alkurdi.com.sa,www.alkurdi.com.sa,Telecoms and IT,KSA,Riyadh,P.O.Box 43379,Tel: +966 1-476-1918
Al Moammar Information Systems,www.mis.com.sa,www.mis.com.sa,Telecoms and IT,KSA,Riyadh,P.O.Box 16116,Tel: +966 1-463-1270
Alhamrani Universal Company,www.universal.com.sa,www.universal.com.sa,Telecoms and IT,KSA,Jeddah,Abi Al Khayl Street,Tel: +966 2-606-5555
Arab Circle Company for Internet Services,www.stars.net.sa,www.stars.net.sa,Telecoms and IT,KSA,Jeddah,P.O.Box 54153,Tel: +966 2-652-6520
Arab Digital Computer Company,www.ardico.com,www.ardico.com,Telecoms and IT,KSA,Riyadh,P.O.Box 6087,Tel: +966 1-404-1717
Arab Satellite Communications Organization,www.arabsat.com,www.arabsat.com,Telecoms and IT,KSA,Riyadh,P.O.Box 1038,Tel: +966 1-482-0000
Arabian Advanced Systems,www.aas.com.sa,www.aas.com.sa,Telecoms and IT,KSA,Riyadh,P.O.Box 20129,Tel: +966 1-477-0477
Arabian Business Machines Company,www.olayangroup.com/abm,www.olayangroup.com/abm,Telecoms and IT,KSA,Riyadh,P.O.Box 2006,Tel: +966 1-478-4909
Arabian Computer Projects,www.acp.com.sa,www.acp.com.sa,Telecoms and IT,KSA,Jeddah,P.O.Box 14730,Tel: +966 2-660-0812
Arabian Computer Supplies Company,www.arcom.com.sa,www.arcom.com.sa,Telecoms and IT,KSA,Riyadh,P.O.Box 52839,Tel: +966 1-450-5916
Arabic Computer Systems,www.acs.com.sa,www.acs.com.sa,Telecoms and IT,KSA,Riyadh,P.O.Box 2645,Tel: +966 1-476-3777
Atheer Internet Services,www.atheer.net.sa,www.atheer.net.sa,Telecoms and IT,KSA,Riyadh,P.O.Box 419,Tel: +966 1-419-8000
AwalNet,www.awalnet.net.sa,www.awalnet.net.sa,Telecoms and IT,KSA,Riyadh,Akaria Commercial Center III,Tel: +966 1-460-0111
Baud Telecom Company,www.btcnetworks.com.sa,www.btcnetworks.com.sa,Telecoms and IT,KSA,Jeddah,P.O.Box 6045,Tel: +966 2-691-8787
